39, State-gov,2, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,11,1,40, United-States, <=50K
43, Private,1, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Female,0,1,40, United-States, >50K
28, Private,1, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
50, Self-emp-not-inc,1, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,500,1,35, United-States, >50K
24, State-gov,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,20, United-States, <=50K
48, Private,1, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,1,40, United-States, <=50K
35, Private,1, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,1,40, United-States, <=50K
62, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,40, United-States, <=50K
42, Self-emp-not-inc,1, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,40, United-States, <=50K
60, Private,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,500,1,40, United-States, >50K
50, Private,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,50, United-States, >50K
40, Private,1, Prof-school,15, Never-married, Exec-managerial, Not-in-family, White, Female,0,1,40, Cuba, <=50K
39, Local-gov,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
43, ?,1, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,1,40, United-States, <=50K
43, Local-gov,1, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Female,0,1,40, United-States, <=50K
35, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,38, United-States, <=50K
39, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,45, United-States, >50K
30, Local-gov,1, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1,40, United-States, >50K
32, Private,1, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,1,65, United-States, <=50K
18, Private,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,1,40, United-States, <=50K
37, Private,1, Assoc-acdm,12, Never-married, Sales, Unmarried, Black, Female,0,1,40, United-States, <=50K
26, Private,1, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,1,40, United-States, <=50K
51, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,42, United-States, <=50K
35, ?,1, Some-college,10, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,1,36, United-States, <=50K
33, Private,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,45, United-States, <=50K
46, Private,1, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,44, United-States, >50K
40, Private,1, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,50, United-States, >50K
34, Private,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,48, United-States, <=50K
29, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, <=50K
47, Self-emp-not-inc,1, Some-college,10, Widowed, Other-service, Unmarried, White, Female,0,1,35, United-States, <=50K
34, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1,40, ?, >50K
45, Private,1, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,1,30, United-States, <=50K
53, Private,1, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,1,35, United-States, <=50K
52, Self-emp-not-inc,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1,40, Philippines, <=50K
64, Private,1, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,40, United-States, >50K
42, Private,1, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,45, United-States, >50K
44, Private,1, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,44, United-States, >50K
41, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,36,1,50, United-States, >50K
53, Local-gov,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,43, United-States, >50K
25, Private,1, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1,35, United-States, <=50K
20, Private,1, 11th,7, Separated, Other-service, Own-child, White, Female,0,1,40, United-States, <=50K
29, Private,1, Assoc-voc,11, Never-married, Priv-house-serv, Own-child, White, Female,0,1,40, United-States, <=50K
56, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
45, Private,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,-10,1,30, United-States, >50K
56, Private,1, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,1,35, United-States, <=50K
38, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,36,1,40, United-States, >50K
62, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1,40, Philippines, <=50K
28, Self-emp-not-inc,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,60, United-States, <=50K
31, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,20,1,40, United-States, <=50K
24, Private,1, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,1,40, United-States, <=50K
65, Private,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,34, United-States, <=50K
40, Private,1, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,1,30, United-States, <=50K
31, Private,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,40, United-States, <=50K
35, Private,1, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,-9,1,60, United-States, <=50K
42, Federal-gov,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-10,1,40, South, >50K
20, Private,1, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,1,30, United-States, <=50K
30, Local-gov,1, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
25, Private,1, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,1,45, United-States, <=50K
22, Private,1, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,1,40, United-States, <=50K
65, ?,1, HS-grad,9, Widowed, ?, Unmarried, White, Female,-11,1,10, United-States, <=50K
31, Private,1, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,20,1,40, United-States, <=50K
56, Private,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1,50, United-States, >50K
51, Private,1, HS-grad,9, Divorced, Other-service, Other-relative, Black, Male,0,1,32, Haiti, <=50K
36, Self-emp-not-inc,1, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,60, United-States, <=50K
44, State-gov,1, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,-8,1,40, United-States, <=50K
49, Private,1, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,-9,1,45, United-States, >50K
28, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
57, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,36,1,40, United-States, >50K
33, Self-emp-not-inc,1, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,1,65, United-States, <=50K
49, Private,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,26,1,40, United-States, >50K
74, State-gov,1, Doctorate,16, Never-married, Prof-specialty, Other-relative, White, Female,-18,1,20, United-States, >50K
48, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,25,1,45, United-States, <=50K
38, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,75,1,40, United-States, >50K
39, Private,1, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1,40, United-States, <=50K
46, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,36,1,65, United-States, >50K
56, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K
27, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
17, Private,1, 11th,7, Never-married, Priv-house-serv, Own-child, White, Female,0,1,40, United-States, <=50K
28, Private,1, 9th,5, Divorced, Prof-specialty, Not-in-family, Black, Female,0,1,40, United-States, <=50K
18, ?,1, 10th,6, Never-married, ?, Own-child, White, Male,0,1,40, United-States, <=50K
42, Private,1, Masters,14, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,25, United-States, <=50K
39, Private,1, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,0,1,40, United-States, <=50K
29, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,17,1,40, United-States, <=50K
21, Private,1, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,1,10, United-States, <=50K
36, Private,1, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,1,40, United-States, <=50K
56, Private,1, 10th,6, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,1,40, United-States, <=50K
49, Private,1, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
47, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,80, United-States, <=50K
44, Private,1, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
40, Private,1, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,0,1,45, El-Salvador, <=50K
43, State-gov,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,75,1,40, United-States, >50K
62, Private,1, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,48, Germany, <=50K
52, Private,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,16,1,30, United-States, >50K
25, Private,1, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,1,40, United-States, <=50K
63, Self-emp-inc,1, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,1,70, United-States, >50K
51, Private,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1,99, South, <=50K
25, Private,1, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,1,40, United-States, <=50K
62, ?,1, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,1,40, United-States, <=50K
27, Private,1, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,1,40, United-States, <=50K
48, Federal-gov,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,1,30, United-States, <=50K
32, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,40, United-States, <=50K
36, Private,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,45, United-States, <=50K
30, Self-emp-not-inc,1, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
45, State-gov,1, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,1,40, United-States, <=50K
27, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,50, United-States, <=50K
41, Private,1, Bachelors,13, Divorced, Other-service, Not-in-family, White, Male,0,1,37, United-States, <=50K
61, Private,1, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,1,40, United-States, <=50K
70, Self-emp-inc,1, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,1,55, United-States, <=50K
55, Private,1, 11th,7, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,1,40, United-States, <=50K
35, Private,1, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,1,45, United-States, <=50K
36, Private,1, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1,38, United-States, <=50K
29, Private,1, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,1,60, United-States, <=50K
30, Private,1, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,1,40, United-States, <=50K
45, Private,1, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, ?, <=50K
39, Federal-gov,1, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,27,1,60, United-States, <=50K
18, Private,1, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,1,20, United-States, <=50K
28, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1,40, United-States, <=50K
27, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,45, United-States, <=50K
38, Private,1, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1,40, United-States, <=50K
33, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
25, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,40, United-States, >50K
25, ?,1, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,1,4, United-States, <=50K
38, Private,1, 11th,7, Never-married, Other-service, Own-child, Black, Female,0,1,40, United-States, <=50K
23, Private,1, Some-college,10, Never-married, Farming-fishing, Unmarried, White, Male,0,1,45, United-States, <=50K
40, Private,1, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Male,0,1,40, United-States, <=50K
36, Self-emp-inc,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,500,1,50, ?, >50K
20, Private,1, Some-college,10, Never-married, Sales, Own-child, White, Female,0,1,20, United-States, <=50K
41, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,48, United-States, <=50K
44, Private,1, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,1,38, United-States, <=50K
49, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,40, United-States, >50K
22, Private,1, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Female,0,1,40, United-States, <=50K
26, Private,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
47, Private,1, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
48, Private,1, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,1,25, United-States, <=50K
28, Self-emp-inc,1, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,1,40, United-States, <=50K
37, Federal-gov,1, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Male,43,1,55, United-States, >50K
44, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, <=50K
20, ?,1, 12th,8, Never-married, ?, Not-in-family, Black, Female,0,1,35, United-States, <=50K
53, Private,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,36,1,40, United-States, >50K
36, Private,1, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,15, United-States, <=50K
77, Private,1, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,1,30, United-States, <=50K
21, Private,1, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,1,35, United-States, <=50K
24, Private,1, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1,40, United-States, <=50K
30, Private,1, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Female,0,1,40, United-States, <=50K
51, Local-gov,1, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,1,50, United-States, <=50K
22, Private,1, Some-college,10, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,1,30, Philippines, <=50K
23, Private,1, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,1,25, United-States, <=50K
47, Private,1, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,500,1,50, United-States, >50K
17, Private,1, 12th,8, Never-married, Sales, Own-child, White, Male,0,1,20, United-States, <=50K
48, Private,1, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,1,50, Mexico, >50K
43, Private,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
34, Private,1, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, Guatemala, <=50K
19, Private,1, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,1,35, United-States, <=50K
42, State-gov,1, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,1,40, United-States, <=50K
